,Sentence,Tags,Extracted Sentences,Extracted Tags
5,"I feel anxious out of the blue. I believe the stress lingers in the nervous system. I went
to sit down and watch a movie with mum at home the other night feeling fine, and instantly got some symptoms and had a panic attack",anxiety,"['panic attack', 'stress lingers in the nervous system.', 'fine,', 'fine, and instantly got some symptoms and had a panic attack', 'instantly got some symptoms and had a panic attack', 'out of the blue.']","{'racing heart': 0.7295823097229004, 'poor coordination': 0.23158131539821625, 'mood change': 0.22948125004768372, 'anxiety': 0.20515072345733643, 'dilated pupils': 0.14991126954555511, 'hiccups': 0.13585025072097778}"
387,the new anti seizure medicine im giving tommy is making him nauseas and making his pupils dilate more than usual,dilated pupils,"['pupils dilate more than usual', 'tommy', 'nauseas and making his pupils dilate more than usual', 'his pupils dilate more than usual', 'nauseas']","{'dilated pupils': 0.9387624263763428, 'vomiting': 0.24613574147224426, 'sore throat': 0.13029153645038605, 'mood change': 0.12241116911172867, 'body pain': 0.11786592751741409, 'appetite change': 0.10741729289293289}"
97,"We went camping as a family last weekend and, even though I was nervous, everything seemed to go fine. Claire seemed so tired today though and I wonder if its because of the camping trip ",fatigue,"['everything seemed to go fine.', 'claire seemed so tired today', 'claire', 'camping', 'claire seemed so tired', 'we went camping as a family last weekend', 'camping trip']","{'fatigue': 0.37311071157455444, 'lack of sleep': 0.3473432660102844, 'mood change': 0.26556646823883057, 'hiccups': 0.13901421427726746, 'dilated pupils': 0.11413039267063141, 'lack of concentration': 0.1093938872218132}"
439,"The fever has been running for the past four days now. Yesterday, the temperature was high but today it has reduced. I will check again in the evening.",fever,"['it has reduced.', 'the fever', 'i will check again in the evening.', 'today it has reduced.', 'the temperature was high but today it has reduced.', 'the fever has been running for the past four days now.']","{'fever': 0.5047460198402405, 'racing heart': 0.3747643530368805, 'mood change': 0.2830115258693695, 'dilated pupils': 0.16330741345882416, 'hiccups': 0.1289857029914856}"
261,rons throat has been inflamed since last night. I gave him some strepsils and hot water with salt but nothings helped so far,sore throat,"['rons throat', 'rons throat has been inflamed', 'gave him some strepsils and hot water with salt', 'strepsils and hot water', 'rons throat has been inflamed since last night.', 'nothings helped so far']","{'sore throat': 0.567836344242096, 'hiccups': 0.31798020005226135, 'body pain': 0.15289004147052765}"
407,Hello diary. Just like clockwork they were feeling very tired in the few minutes preceeding their seizures today.,fatigue,"['very tired', 'seizures today.', 'seizures', 'hello diary.', 'hello diary. just like clockwork they were feeling very tired', 'clockwork']","{'fatigue': 0.5312318205833435, 'lack of sleep': 0.44972914457321167, 'hiccups': 0.20151183009147644, 'mood change': 0.18468576669692993, 'dilated pupils': 0.15232673287391663, 'poor coordination': 0.1341504156589508}"
308,Kiara seemed so nervous before going to school today she said her heart was pounding,"racing heart, anxiety","['her heart was pounding', 'kiara seemed so nervous', 'her heart', 'kiara seemed so nervous before going to school']","{'racing heart': 0.7718007564544678, 'mood change': 0.32767346501350403, 'anxiety': 0.3212355673313141, 'lack of concentration': 0.1464034765958786, 'bleeding': 0.10707534849643707}"
422,"Most of the day was good. They went to play with our neighbors’ kids in the evening and were in a very good mood when they returned. I had made their favorite pasta dish which they loved. Before going to bed I touched their forehead and it seemed a little warm so I was worried they were going to get a fever, but when I measured their temperature it seemed fine. So, all in all good day so far.",fever,"['they went to play with our neighbors’ kids in the evening', 'fever,', 'very good', 'good mood', 'when i measured their temperature it seemed fine.', 'most of the day was good.', 'they went to play with our neighbors’ kids', 'they were going to get a fever,']","{'mood change': 0.7855696678161621, 'fever': 0.4832892119884491, 'racing heart': 0.21742649376392365, 'hiccups': 0.1961926370859146, 'dilated pupils': 0.1467277854681015, 'lack of concentration': 0.10004507005214691}"
77,"My wife had diarrhea last week after a bad meal in China.
After, she had a 5 day stint in bed with simultaneous vomiting and loose bowels which involved a hefty does of antibiotics","diarrhea, vomiting","['my wife had diarrhea', 'my wife', 'simultaneous vomiting and loose bowels', 'loose bowels', 'diarrhea', 'simultaneous', 'vomiting and loose bowels', 'she had a 5 day stint in bed']","{'diarrhea': 0.7746618390083313, 'vomiting': 0.6896597743034363, 'hiccups': 0.4175608456134796, 'lack of sleep': 0.37355998158454895, 'mood change': 0.2359159141778946, 'fatigue': 0.118850477039814, 'racing heart': 0.11635152995586395, 'dilated pupils': 0.10062240064144135}"
260,it took me 5 hours to fall asleep last night so I basically got no sleep,lack of sleep,"['basically got no sleep', 'no sleep']","{'lack of sleep': 0.7308077812194824, 'fatigue': 0.13115151226520538}"
220,charlie was holding his chest and crying on the couch today as if he had some level of tightness and pain there,body pain,"['he had some level of tightness and pain', 'crying on the couch', 'charlie was holding his chest and crying on the couch today', 'tightness and pain', 'crying', 'crying on the couch today']","{'body pain': 0.729638397693634, 'mood change': 0.33474206924438477, 'dilated pupils': 0.13450580835342407}"
424,They were not feeling very well today. I measured the temperature around eleven am and there was some mild fever. Later in the day though I measured it again and the fever had risen. I am a bit worried; I will take them to the doctor if it does not subside by afternoon tomorrow.,fever,"['mild fever.', 'they were not feeling very well today.', 'fever.', 'i am a bit worried;', 'the fever had risen.']","{'fever': 0.677008867263794, 'anxiety': 0.43282845616340637, 'racing heart': 0.3852744400501251, 'mood change': 0.3203369975090027, 'body pain': 0.14956726133823395, 'fatigue': 0.10400716215372086, 'hiccups': 0.10218097269535065}"
157,I just sat in my chair and my legs cramped for 20 seconds but then it went thank god,,"['my legs cramped for 20 seconds', 'it went thank god', 'thank god', '20 seconds']","{'hiccups': 0.4095523953437805, 'mood change': 0.380910187959671, 'body pain': 0.25079309940338135, 'congestion': 0.1291578859090805, 'dilated pupils': 0.12163455039262772}"
137,"I had a very bad head cold which got much worse, and now my right eyelid is red",headache,"['very bad head cold', 'a very bad head cold', 'bad head cold which got much worse,', 'my right eyelid is red', 'bad head cold']","{'bleeding': 0.5376831889152527, 'sore throat': 0.30037108063697815, 'congestion': 0.25792622566223145, 'dilated pupils': 0.21743103861808777, 'headache': 0.1882142871618271, 'body pain': 0.168572336435318, 'cough': 0.12571199238300323, 'fatigue': 0.10217033326625824}"
62,"I felt pain in my head where I felt my head and my body were not
connected so I lost the ability to move physically and something as simple as standing felt impossible.",headache,"['pain', 'lost the ability to move physically and something as simple as standing felt impossible.', 'pain in my head', 'not connected', 'lost the ability to move physically', 'pain in my head where i felt my head and my body were not connected']","{'headache': 0.8690652251243591, 'poor coordination': 0.699828028678894, 'hiccups': 0.11858817934989929}"
230,eric refused to eat any of his lunch today,appetite change,"['eric refused to eat any of his lunch', 'eric refused to eat any of his lunch today']","{'appetite change': 0.2826876640319824, 'mood change': 0.18383920192718506}"
273,laylas cold has lingered on for five days now. The cough has gone but her throat is pretty sore,sore throat,"['the cough', 'the cough has gone but her throat is pretty sore', 'the cough has gone', 'her throat is pretty sore', 'cough']","{'cough': 0.6944422721862793, 'sore throat': 0.6939212083816528, 'hiccups': 0.3154226243495941, 'body pain': 0.17998331785202026}"
120,"I have facial pain and pressure from sinus infection, radiating to my forehead and the base of my skull at the back. I also have pain in the right hand side of my
neck and shoulder, and permanently blocked nose that won't clear.","body pain, congestion","['permanently blocked nose', 'facial pain', 'sinus infection,', 'pain in the right hand side of my neck and shoulder,', 'facial pain and pressure from sinus infection,', ""permanently blocked nose that won't clear.""]","{'body pain': 0.7859871983528137, 'congestion': 0.5459790229797363, 'sore throat': 0.3463994264602661, 'dilated pupils': 0.2923884093761444, 'headache': 0.17883963882923126, 'poor coordination': 0.11758381873369217, 'lack of concentration': 0.11450330913066864}"
425,"There were no symptoms observed today. Overall, a calm and good day which is now six days in a row. Yay. It is out of ordinary, but I am not complaining. I am super happy for my kid.",fever,"['there were no symptoms observed today.', 'a calm and good day', 'yay.']","{'mood change': 0.6666666865348816, 'lack of concentration': 0.1360207200050354, 'racing heart': 0.10098490118980408}"
28,This morning after my coffee I felt so nauseas- its because I get acid reflux to coffee,vomiting,"['nauseas- its because i get acid reflux to coffee', 'coffee', 'acid reflux to coffee', 'nauseas-', 'this morning after my coffee']","{'body pain': 0.5322694778442383, 'mood change': 0.25533387064933777, 'vomiting': 0.19431845843791962, 'congestion': 0.19106081128120422, 'hiccups': 0.15987391769886017, 'appetite change': 0.15539008378982544, 'lack of concentration': 0.1255813091993332, 'fatigue': 0.12053477764129639, 'sore throat': 0.1163911521434784, 'poor coordination': 0.10730079561471939}"
450,"Their symptoms overall weren't too bad today. We did quite a lot and they said they were feeling fine throughout. Usually when we're out for so long they're bound to start not feeling great one way or the other. I remember last time we went out, the line at the grocery store was so long we had to wait for what felt like half an hour just to check out a pack of toilet paper and some snacks! That was a painful experience for me too haha. But I digress. Today was totally fine and I think it's safe to say they were symptom free today!",headache,"[""their symptoms overall weren't too bad today."", 'we did quite a lot and they said they were feeling fine throughout.', 'they said they were feeling fine', 'they said they were feeling fine throughout.']","{'mood change': 0.651300311088562, 'dilated pupils': 0.11400222778320312}"
